,FID,OID_,lat,lon
996,996,0,40.625,112.875
997,997,0,40.625,113.125
998,998,0,40.625,113.375
999,999,0,40.625,113.625
1000,1000,0,40.625,114.125
1001,1001,0,40.875,106.375
1002,1002,0,40.875,106.875
1003,1003,0,40.875,107.125
1004,1004,0,40.875,107.375
1005,1005,0,40.875,107.625
1006,1006,0,40.875,107.875
1007,1007,0,40.875,108.125
1008,1008,0,40.875,108.375
1009,1009,0,40.875,108.625
1010,1010,0,40.875,108.875
1011,1011,0,40.875,109.125
1012,1012,0,40.875,109.375
1013,1013,0,40.875,109.625
1014,1014,0,40.875,109.875
1015,1015,0,40.875,110.125
1016,1016,0,40.875,110.375
1017,1017,0,40.875,110.625
1018,1018,0,40.875,110.875
1019,1019,0,40.875,111.125
1020,1020,0,40.875,111.375
1021,1021,0,40.875,111.625
1022,1022,0,40.875,111.875
1023,1023,0,40.875,112.125
1024,1024,0,40.875,112.375
1025,1025,0,40.875,112.625
1026,1026,0,40.875,112.875
1027,1027,0,41.125,107.125
1028,1028,0,41.125,107.375
1029,1029,0,41.125,107.625
1030,1030,0,41.125,107.875
1031,1031,0,41.125,108.125
1032,1032,0,41.125,108.375
1033,1033,0,41.125,108.625
1034,1034,0,41.125,108.875
1035,1035,0,41.125,109.125
1036,1036,0,41.125,109.375
1037,1037,0,41.125,109.625
1038,1038,0,41.125,109.875
1039,1039,0,41.125,110.125
1040,1040,0,41.125,110.375
1041,1041,0,41.125,110.625
1042,1042,0,41.125,110.875
1043,1043,0,41.125,111.125
1044,1044,0,41.125,111.375
1045,1045,0,41.125,111.625
1046,1046,0,41.125,111.875
1047,1047,0,41.125,112.125
1048,1048,0,41.125,112.375
1049,1049,0,41.125,112.625
1050,1050,0,41.375,109.875
1051,1051,0,41.375,110.125
1052,1052,0,41.375,112.125
1053,1053,0,41.375,112.375
1054,1054,0,41.375,112.625
1055,1055,0,41.625,112.375
1056,1056,0,41.625,112.625
